"","Latitude","Longitude","Borough","Job.Type","Permit.Type","Job.Number","BIN","Permit.Filing.Status","Job.Type2","Cost.Estimate","Enlargement.Flag","Square.Footage","Permit.Issuance.Date","Permit.Expiration.Date","Job.Location.House.Number","Job.Location.Street.Name","Community.Board","General.Contractor","Proposed.Occupancy.Class","Proposed.Stories","Proposed.Dwelling.Units","Accident_Pred","Accident_Prob.0","Accident_Prob.1"
"1318",40.74625,-74.00341,"Manhattan","A1","ALT 1 Enlargement","123114799","1012653","I","A1",   100000,"Yes",    118,"2018-05-17","2018-11-15","444","WEST 22ND STREET","104","KING CONSTRUCTION GP LLC","RESIDENTIAL: APARTMENT HOUSES", 4,  3,"0",0.994834788,0.005165212
"1319",40.74633,-73.78595,"Queens","A1","ALT 1 Enlargement","421561704","4127884","I","A1",   320000,"Yes",   1065,"2018-04-18","2018-11-17","53-07","192 STREET","411","T&S HOME IMPROVEMENT INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1320",40.74659,-73.70554,"Queens","A1","ALT 1 Enlargement","421483754","4177758","I","A1",   460000,"Yes",   1473,"2018-02-08","2018-09-09","79-45","266 STREET","413","MONTI UNITED CONSTRUCTION","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1321",40.74660,-73.99243,"Manhattan","NB","New Building","121190950","1015093","I","NB", 26610400,"No", 179800,"2017-10-05","2018-10-05","140","WEST 28TH STREET","105","OMNIBUILD CONSTRUCTION IN","RESIDENTIAL: HOTELS, DORMITORIES",46,531,"0",0.750000000,0.250000000
"1322",40.74662,-73.98966,"Manhattan","A1","ALT 1 Enlargement","123334668","1015752","I","A1",   300000,"Yes",    400,"2018-01-11","2019-01-01","51","WEST 29 STREET","105","JJ UNIVERSAL CONSTRUCTION","BUSINESS", 3,NA,"0",0.994834788,0.005165212
"1323",40.74663,-73.71049,"Queens","A1","ALT 1 Enlargement","421529304","4177627","I","A1",   169205,"Yes",   1097,"2018-06-06","2019-03-01","79-07","261 STREET","413","NARULA DEVELOPMENT CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1324",40.74691,-73.86304,"Queens","NB","New Building","421345896","4437182","I","NB",   605320,"No",   4090,"2018-03-29","2018-12-17","101-18","43 AVENUE","404","VISION CONTRACTING NY COR","RESIDENTIAL: APARTMENT HOUSES", 4,  4,"0",0.994834788,0.005165212
"1325",40.74691,-73.86304,"Queens","NB","New Building","421345903","4437182","I","NB",   598216,"No",   4042,"2018-03-23","2018-12-17","101-16","43 AVENUE","404","VISION CONTRACTING NY COR","RESIDENTIAL: APARTMENT HOUSES", 4,  4,"0",0.994834788,0.005165212
"1326",40.74691,-73.86304,"Queens","NB","New Building","421345912","4437182","I","NB",   587708,"No",   3971,"2018-03-23","2018-12-17","101-20","43 AVENUE","404","VISION CONTRACTING NY COR","RESIDENTIAL: APARTMENT HOUSES", 4,  4,"0",0.994834788,0.005165212
"1327",40.74691,-73.86304,"Queens","NB","New Building","421345930","4437183","I","NB",   611240,"No",   4130,"2018-03-29","2018-12-17","101-12","43 AVENUE","404","VISION CONTRACTING NY COR","RESIDENTIAL: APARTMENT HOUSES", 4,  4,"0",0.994834788,0.005165212
"1328",40.74691,-73.86304,"Queens","NB","New Building","421553045","4437182","I","NB",   620564,"No",   4193,"2018-03-29","2018-12-17","43-06","102 STREET","404","VISION CONTRACTING NY COR","RESIDENTIAL: APARTMENT HOUSES", 4,  4,"0",0.994834788,0.005165212
"1329",40.74699,-73.82867,"Queens","A1","ALT 1 Enlargement","421486993","4139434","I","A1",  1041480,"Yes",   3763,"2018-07-13","2019-06-10","136-10","BOOTH MEMORIAL AVENUE","407","ZR WHITESTONE INC","BUSINESS", 3,NA,"0",0.994834788,0.005165212
"1330",40.74743,-73.76925,"Queens","A1","ALT 1 Enlargement","421619742","4160614","I","A1",   300000,"Yes",   1000,"2018-07-18","2018-09-29","58-03","208 STREET","411","MAJOR HOMES CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1331",40.74769,-73.94664,"Queens","NB","New Building","421177755","4618165","I","NB",  7947896,"No",  53702,"2018-04-11","2019-03-28","21-16","44TH DRIVE","402","PARK PREMIUM ENTERPRISES","RESIDENTIAL: HOTELS, DORMITORIES", 8, 29,"0",0.994834788,0.005165212
"1332",40.74775,-73.95026,"Queens","A1","ALT 1 Enlargement","421230929","4000419","I","A1",   674165,"Yes",   2785,"2018-02-07","2018-11-28","45-02","11TH STREET","402","THE NEBULA GROUP INC","RESIDENTIAL: APARTMENT HOUSES", 3,  4,"0",0.994834788,0.005165212
"1333",40.74777,-73.94419,"Queens","NB","New Building","420655954","4005166","I","NB",142227408,"No", 960996,"2018-05-30","2019-05-02","23-15","44 DRIVE","402","NEW LINE STRUCTURES & DEV","RESIDENTIAL: APARTMENT HOUSES",67,802,"0",0.750000000,0.250000000
"1334",40.74799,-73.74872,"Queens","NB","New Building","421577644","4163365","I","NB",   677100,"No",   4575,"2018-07-17","2018-09-03","64-39","228 STREET","411","PLL CONSTRUCTION CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1335",40.74819,-73.81179,"Queens","A1","ALT 1 Enlargement","421592342","4118235","I","A1",   211490,"Yes",   1054,"2018-07-05","2018-11-17","143-06","QUINCE AVENUE","407","T&S HOME IMPROVEMENT INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1336",40.74823,-73.74883,"Queens","NB","New Building","421397367","4618240","I","NB",    44400,"No",    300,"2018-06-01","2018-09-03","64-29 GARAGE","228 STREET","411","PLL CONSTRUCTION CORP","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1337",40.74834,-73.74987,"Queens","NB","New Building","421316436","4618088","I","NB",    44400,"No",    300,"2017-12-26","2018-09-03","64-17","CLOVERDALE BLVD","411","PLL CONSTRUCTION CORP","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1338",40.74840,-73.93966,"Queens","NB","New Building","421324310","4618195","I","NB",  6496756,"No",  43897,"2018-03-16","2019-03-16","27-49","JACKSON AVENUE","402","LIONS GROUP II LLC","RESIDENTIAL: APARTMENT HOUSES",14, 43,"0",0.788187373,0.211812627
"1339",40.74848,-73.78033,"Queens","A1","ALT 1 Enlargement","421479108","4158429","I","A1",   500550,"Yes",   1943,"2017-09-08","2018-08-12","197-23","53 AVENUE","411","FIRST CLASS MANAGEMENT CO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1340",40.74857,-73.90237,"Queens","A1","ALT 1 Enlargement","421369398","4027800","I","A1",   120480,"Yes",    944,"2018-06-21","2019-03-15","37-36","61ST STREET","402","AP. TEK RESTORATION INC","FACTORY/INDUSTRIAL: LOW HAZARD", 2,  1,"0",0.994834788,0.005165212
"1341",40.74896,-73.87581,"Queens","A1","ALT 1 Enlargement","420662697","4036367","I","A1",   961873,"Yes",   1889,"2018-05-24","2018-10-15","37-58","91ST STREET","403","OMNI BUILD INC","BUSINESS", 3,NA,"0",0.994834788,0.005165212
"1342",40.74898,-73.94179,"Queens","NB","New Building","421410734","4801894","I","NB",  4347204,"No",  29373,"2018-05-09","2019-04-03","42-59","CRESCENT STREET","402","GREENPOINT CONSTRUCTION C","RESIDENTIAL: HOTELS, DORMITORIES", 9, 83,"0",0.994834788,0.005165212
"1343",40.74921,-73.90446,"Queens","A1","ALT 1 Enlargement","421474023","4027701","I","A1",   384000,"Yes",      0,"2018-06-21","2019-05-14","37-31","58TH STREET","402","KEL-MAR INTERIORS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1344",40.74942,-73.78300,"Queens","NB","New Building","421487000","4618321","I","NB",   585636,"No",   3957,"2018-07-12","2018-12-24","196-15","50 AVENUE","411","T & T CONST GROUP INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1345",40.74953,-73.81912,"Queens","A1","ALT 1 Enlargement","421587054","4116515","I","A1",   115750,"Yes",    380,"2018-04-10","2019-02-19","137-53","KALMIA AVE","407","COS CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1346",40.74994,-73.78364,"Queens","A1","ALT 1 Enlargement","421584477","4127438","I","A1",   102010,"Yes",    200,"2018-02-23","2018-11-17","48-27","196 STREET","411","T&S HOME IMPROVEMENT INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1347",40.74995,-73.75065,"Queens","NB","New Building","421519654","4163187","I","NB",   414400,"No",   2800,"2017-10-19","2018-09-15","61-11","CLOVERDALE BLVD","411","HY DESIGN & DEVELOPMENT L","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1348",40.74995,-73.75065,"Queens","NB","New Building","421540283","4163187","I","NB",    44400,"No",    300,"2017-10-20","2018-09-15","61-11","CLOVERDALE BLVD","411","HY DESIGN & DEVELOPMENT L","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1349",40.75003,-73.95126,"Queens","NB","New Building","421533629","4005252","I","NB", 15230384,"No", 102908,"2018-01-26","2019-01-26","9-03","44TH ROAD","402","BARONE MANAGEMENT LLC","BUSINESS", 3,NA,"0",0.994834788,0.005165212
"1350",40.75013,-73.74773,"Queens","A1","ALT 1 Enlargement","421567566","4163243","I","A1",   270745,"Yes",    840,"2018-03-28","2018-08-27","61-37","230 STREET","411","TAN DEVELOPMENT, LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1351",40.75034,-73.90753,"Queens","A1","ALT 1 Enlargement","421577092","4027627","I","A1",   102000,"Yes",    833,"2018-07-17","2019-02-22","37-20","55 STREET","402","MEC-CON ASSOCIATES INC","STORAGE: LOW HAZARD", 1,NA,"0",0.994834788,0.005165212
"1352",40.75036,-73.81415,"Queens","NB","New Building","421193817","4117932","I","NB",   368964,"No",   2493,"2018-05-31","2019-02-19","47-27","BOWNE STREET","407","COS CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1353",40.75036,-73.81415,"Queens","NB","New Building","421193942","4117932","I","NB",    29600,"No",    200,"2018-05-31","2019-02-19","47-27","BOWNE STREET","407","COS CONSTRUCTION INC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1354",40.75041,-73.81421,"Queens","NB","New Building","421301184","4117933","I","NB",    29600,"No",    200,"2018-05-30","2019-02-19","47-25","BOWNE STREET","407","COS CONSTRUCTION INC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1355",40.75041,-73.81421,"Queens","NB","New Building","421301193","4117933","I","NB",   368964,"No",   2493,"2018-05-30","2019-02-19","47-25","BOWNE STREET","407","COS CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1356",40.75079,-73.71948,"Queens","A1","ALT 1 Enlargement","421627831","4456363","I","A1",    82050,"Yes",    931,"2018-07-03","2019-03-03","255-29","73RD AVENUE","413","CUSTOMBUILT HOMES INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"1357",40.75100,-73.81322,"Queens","NB","New Building","421513179","4117944","I","NB",   395604,"No",   2673,"2018-05-07","2019-04-01","47-20","BURLING STREET","407","STEEL TONE CONSTRUCTION","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1358",40.75100,-73.81322,"Queens","NB","New Building","421610108","4618565","I","NB",    44400,"No",    300,"2018-07-10","2019-04-01","47-20GAR","BURLING STREET","407","STEEL TONE CONSTRUCTION","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1359",40.75100,-73.81322,"Queens","NB","New Building","421614453","4618373","I","NB",    44400,"No",    300,"2018-06-27","2019-04-01","47-22","BURLING STREET","407","STEEL TONE CONSTRUCTION","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1360",40.75100,-73.81322,"Queens","NB","New Building","421614541","4618373","I","NB",   395604,"No",   2673,"2018-05-07","2019-04-01","47-22","BURLING STREET","407","STEEL TONE CONSTRUCTION","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1361",40.75134,-73.80870,"Queens","A1","ALT 1 Enlargement","421608415","4124047","I","A1",   260695,"Yes",    768,"2018-06-12","2018-11-17","47-17","158 STREET","407","T&S HOME IMPROVEMENT INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1362",40.75140,-73.96854,"Manhattan","NB","New Building","121191138","1090642","I","NB", 32713772,"No", 221039,"2018-05-01","2018-10-01","821","1ST AVENUE","106","TISHMAN CONSTRUCTION CORP","BUSINESS",35, 20,"1",0.130254997,0.869745003
"1363",40.75143,-73.78235,"Queens","NB","New Building","421557657","4617966","I","NB",   496392,"No",   3354,"2018-06-26","2019-02-02","197-03","48 AVE","411","EAGLE VISION GENERAL CONT","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1364",40.75143,-73.78235,"Queens","NB","New Building","421569341","4617966","I","NB",    44400,"No",    300,"2018-06-26","2019-02-02","197-03","48 AVE","411","EAGLE VISION GENERAL CONT","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1365",40.75159,-73.93889,"Queens","NB","New Building","421415310","4005010","I","NB",  4448288,"No",  30056,"2018-06-28","2019-06-28","41-14","27 STREET","401","EAST WEST GENERAL CONSTRU","RESIDENTIAL: APARTMENT HOUSES", 9, 30,"0",0.994834788,0.005165212
"1366",40.75166,-73.81176,"Queens","A1","ALT 1 Enlargement","420933805","4123974","I","A1",   400500,"Yes",   1447,"2017-12-12","2018-09-29","47-17","PARSONS BLVD","407","LAL M CONSTRUCTION CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1367",40.75178,-73.98154,"Manhattan","A1","ALT 1 Enlargement","123313725","1017602","I","A1", 49200000,"Yes",  11800,"2018-04-09","2018-10-01","455","FIFTH AVENUE","105","TISHMAN CONSTRUCTION CORP","BUSINESS", 7,NA,"0",0.826247689,0.173752311
"1368",40.75179,-73.86398,"Queens","NB","New Building","421330955","4044233","I","NB",  1342212,"No",   9069,"2018-07-24","2019-07-24","37-56","103RD STREET","403","KINGS 26 CONSTRUCTION LLC","RESIDENTIAL: APARTMENT HOUSES", 4,  6,"0",0.994834788,0.005165212
"1369",40.75197,-73.82474,"Queens","A1","ALT 1 Enlargement","421534824","4116376","I","A1",   539700,"Yes",   2204,"2018-04-17","2018-10-27","43-42","COLDEN STREET","407","S&S CONSTRUCTION SERVICES","RESIDENTIAL: APARTMENT HOUSES", 4,  4,"0",0.994834788,0.005165212
"1370",40.75201,-73.82478,"Queens","A1","ALT 1 Enlargement","421569494","4116375","I","A1",   539700,"Yes",   2204,"2018-05-31","2018-10-27","43-40","COLDEN STREET","407","S&S CONSTRUCTION SERVICES","RESIDENTIAL: APARTMENT HOUSES", 4,  4,"0",0.994834788,0.005165212
"1371",40.75218,-73.96930,"Manhattan","NB","New Building","122481741","1090641","I","NB", 11810252,"No",  79799,"2018-07-05","2019-07-05","315","EAST 46TH STREET","106","PLAZA CONSTRUCTION LLC","BUSINESS", 9,  9,"0",0.826247689,0.173752311
"1372",40.75239,-73.99874,"Manhattan","A1","ALT 1 Enlargement","121187697","1089664","I","A1",  7941300,"Yes",  64779,"2018-02-22","2018-10-01","435","WEST 31ST STREET","104","TISHMAN INTERIORS CORP","RESIDENTIAL: APARTMENT HOUSES",65,844,"0",0.736625514,0.263374486
"1373",40.75286,-73.86423,"Queens","NB","New Building","421326443","4614980","I","NB",  1998000,"No",  13500,"2018-05-15","2018-09-24","37-13","103 STREET","403","JCNY DEVELOPMENT GR INC","RESIDENTIAL: APARTMENT HOUSES", 4,  9,"0",0.994834788,0.005165212
"1374",40.75298,-73.99860,"Manhattan","NB","New Building","121187713","1089974","I","NB",  4805116,"No",  32467,"2018-02-07","2018-10-01","442","WEST 33RD STREET","104","TISHMAN TECHNOLOGIES CORP","MERCANTILE", 2,NA,"0",0.826247689,0.173752311
"1375",40.75322,-73.72757,"Queens","NB","New Building","421406598","4173071","I","NB",   662004,"No",   4473,"2018-06-25","2019-03-13","247-05","CULLMAN AVENUE","411","A. PROSPEROUS CONSTRUCTIO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1376",40.75341,-73.93193,"Queens","NB","New Building","420952687","4802516","I","NB",  1492284,"No",  10083,"2018-05-17","2019-02-24","38-05","31 ST.","401","XINOS CONSTRUCTION CORP","RESIDENTIAL: APARTMENT HOUSES", 6, 10,"0",0.994834788,0.005165212
"1377",40.75357,-73.80539,"Queens","NB","New Building","421371875","4614921","I","NB",   925000,"No",   6250,"2018-05-09","2019-03-05","161-10","46 AVE","407","ALL BOROUGH GROUP SVC IN","BUSINESS", 4,  2,"0",0.994834788,0.005165212
"1378",40.75357,-73.80539,"Queens","NB","New Building","421371893","4123918","I","NB",   925000,"No",   6250,"2018-05-09","2019-03-05","161-12","46 AVE","407","ALL BOROUGH GROUP SVC IN","BUSINESS", 4,  1,"0",0.994834788,0.005165212
"1379",40.75364,-73.86926,"Queens","A1","ALT 1 Enlargement","421436244","4043153","I","A1",   100000,"Yes",      0,"2018-01-17","2018-12-17","98-10","35 AVE","403","VISION CONTRACTING NY COR","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1380",40.75377,-73.71984,"Queens","A1","ALT 1 Enlargement","421551485","4173682","I","A1",   259055,"Yes",   1517,"2018-04-10","2019-02-18","69-49","260 PLACE","413","DAVID CONTRACTOR NY INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1381",40.75379,-73.93900,"Queens","A1","ALT 1 Enlargement","421434031","4004943","I","A1",    90000,"Yes",    767,"2018-04-03","2019-01-04","40-08","24 STREET","401","NEB CONSTRUCTION CO LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1382",40.75386,-73.81792,"Queens","A1","ALT 1 Enlargement","421458611","4117453","I","A1",   677500,"Yes",   2439,"2018-04-09","2019-02-21","143-08","45 AVE","407","CTI CONSTRUCTION INC","ASSEMBLY: OTHER", 2,NA,"0",0.994834788,0.005165212
"1383",40.75444,-73.88298,"Queens","A1","ALT 1 Enlargement","421574861","4035192","I","A1",   409335,"Yes",   1635,"2018-05-09","2018-11-17","33-45","84 ST","403","T&S HOME IMPROVEMENT INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1384",40.75454,-74.00011,"Manhattan","NB","New Building","121191414","1090658","I","NB",431378412,"No",2914719,"2018-06-25","2019-06-25","415","10TH AVENUE","104","HUDSON YARDS CONST II LLC","BUSINESS",58,NA,"0",0.994834788,0.005165212
"1385",40.75455,-73.73856,"Queens","NB","New Building","421641931","4438369","I","NB",   143856,"No",    972,"2018-07-31","2019-07-26","242-02","61ST AVENUE","411","ECI CONTRACTING LLC","FACTORY/INDUSTRIAL: MODERATE HAZARD", 1,NA,"0",0.994834788,0.005165212
"1386",40.75470,-73.79103,"Queens","A1","ALT 1 Enlargement","421598382","4124772","I","A1",   248764,"Yes",   1389,"2018-07-27","2018-11-17","189-14","45 ROAD","411","T&S HOME IMPROVEMENT INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1387",40.75470,-73.75086,"Queens","A1","ALT 1 Enlargement","421435110","4161290","I","A1",   401000,"Yes",   1088,"2018-05-04","2019-04-07","56-15","229 ST","411","HONGTAI CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1388",40.75475,-73.81475,"Queens","NB","New Building","421436798","4618153","I","NB",   740444,"No",   5003,"2017-09-08","2018-09-08","45-40","PARSONS BOULEVARD","407","HY DESIGN & DEVELOPMENT L","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1389",40.75475,-73.81475,"Queens","NB","New Building","421466247","4618154","I","NB",    44400,"No",    300,"2017-09-08","2018-09-08","45-40 GAR","PARSONS BOULEVARD","407","HY DESIGN & DEVELOPMENT L","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1390",40.75488,-73.90840,"Queens","A1","ALT 1 Enlargement","421596687","4025892","I","A1",   381500,"Yes",    277,"2018-07-03","2018-08-21","32-11","51 STREET","401","GUSTAVO CORONADO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"1391",40.75505,-73.73069,"Queens","NB","New Building","421575094","4597019","I","NB",    32560,"No",    220,"2018-04-10","2018-10-01","245-62","63  AVE","411","WING JAY CONSTRUCTION INC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1392",40.75515,-73.86810,"Queens","NB","New Building","421252744","4615116","I","NB",   488400,"No",   3300,"2018-05-17","2019-05-17","34-12","100TH STREET","403","RAMANAND CHANDRABALI","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"1393",40.75519,-73.78173,"Queens","NB","New Building","421465499","4125270","I","NB",    78292,"No",    529,"2018-06-20","2019-03-19","200-04","45  DRIVE","411","ARTISTIC DESIGN CORP","UTILITY / MISCELLANEOUS", 1,  3,"0",0.994834788,0.005165212
"1394",40.75519,-73.75214,"Queens","NB","New Building","421605383","4161121","I","NB",    44400,"No",    300,"2018-05-09","2019-02-19","228-05","56 AVE","411","COS CONSTRUCTION INC","STORAGE: LOW HAZARD", 1,NA,"0",0.994834788,0.005165212
"1395",40.75519,-73.75214,"Queens","A1","ALT 1 Enlargement","421597631","4161121","I","A1",   151070,"Yes",    838,"2018-05-07","2019-02-19","228-05","56 AVE","411","COS CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"1396",40.75530,-73.72507,"Queens","NB","New Building","421523195","4173121","I","NB",    50320,"No",    340,"2018-03-29","2019-03-12","63-36","253 STREET","411","AMAR CONSTRUCTION INC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1397",40.75543,-73.80306,"Queens","NB","New Building","421435343","4123325","I","NB",    44400,"No",    300,"2017-11-13","2018-08-18","45-30","164 STREET","407","ARCO GROUP USA INC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1398",40.75543,-73.80306,"Queens","NB","New Building","421458728","4123325","I","NB",   712176,"No",   4812,"2017-11-09","2018-08-18","45-30","164 STREET","407","ARCO GROUP USA INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"1399",40.75554,-73.85636,"Queens","NB","New Building","421103068","4614907","I","NB", 14467740,"No",  97755,"2018-07-31","2019-01-01","34-55","112 STREET","403","LEON D. DEMATTEIS CONSTRU","EDUCATIONAL", 5,NA,"1",0.311627907,0.688372093
"1400",40.75578,-73.95564,"Manhattan","NB","New Building","121203768","1090298","I","NB",  6036772,"No",  40789,"2018-07-03","2019-04-01","34","NORTH LOOP ROAD","108","BARR & BARR INC","BUSINESS", 4,NA,"0",0.994834788,0.005165212
"1401",40.75605,-73.78422,"Queens","NB","New Building","421569190","4125076","I","NB",    42180,"No",    285,"2018-04-13","2018-12-08","196-32","45 AVE","411","TGC CONSTRUCTION INC","UTILITY / MISCELLANEOUS", 1,NA,"0",0.994834788,0.005165212
"1402",40.75605,-73.78422,"Queens","A1","ALT 1 Enlargement","421538919","4125076","I","A1",   104640,"Yes",      0,"2017-10-26","2018-10-04","196-32","45 AVE","411","T&S HOME IMPROVEMENT INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1403",40.75608,-73.78689,"Queens","A1","ALT 1 Enlargement","421632424","4124504","I","A1",   378340,"Yes",   1392,"2018-07-09","2018-12-08","194-11","45 AVE","411","TGC CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1404",40.75615,-73.79317,"Queens","A1","ALT 1 Enlargement","421604071","4124269","I","A1",   447250,"Yes",      0,"2018-05-15","2019-05-12","43-54","UTOPIA PARKWAY","407","DAJ EMR LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1405",40.75629,-73.77492,"Queens","NB","New Building","421397946","4614988","I","NB",   384948,"No",   2601,"2018-07-12","2019-02-19","206-26","46TH AVENUE","411","COS CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1406",40.75632,-73.77483,"Queens","NB","New Building","421596017","4618276","I","NB",   387612,"No",   2619,"2018-07-20","2019-02-19","206-30","46TH AVENUE","411","COS CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1407",40.75637,-73.81384,"Queens","A1","ALT 1 Enlargement","421592333","4121950","I","A1",   206168,"Yes", 106400,"2018-06-18","2019-02-19","147-48","ELM AVE","407","COS CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1408",40.75647,-73.90234,"Queens","A1","ALT 1 Enlargement","421430865","4025321","I","A1",   159450,"Yes",    135,"2017-12-28","2018-11-23","31-33","60 ST.","401","JELM CONTRACTOR CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"1409",40.75663,-73.89096,"Queens","A1","ALT 1 Enlargement","421392772","4026684","I","A1",    90000,"Yes",    522,"2017-10-18","2018-10-04","3215","76 STREET","403","T&S HOME IMPROVEMENT INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1410",40.75671,-73.79321,"Queens","A1","ALT 1 Enlargement","421613150","4124264","I","A1",   186895,"Yes",    920,"2018-07-25","2019-04-26","43-32","UTOPIA PARKWAY","407","HIGH QUALITY CONSTRUCTION","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1411",40.75673,-73.86515,"Queens","NB","New Building","421551154","4042645","I","NB",  1451584,"No",   9808,"2018-08-02","2019-06-18","33-29","103 STREET","403","KE JU CONTRACTING CORP","RESIDENTIAL: APARTMENT HOUSES", 4, 10,"0",0.994834788,0.005165212
"1412",40.75681,-73.78143,"Queens","A1","ALT 1 Enlargement","421594670","4125171","I","A1",   204200,"Yes",   1071,"2018-06-21","2019-04-18","200-32","45 AVENUE","411","NEW HENGDA CONSTRUCTION","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"1413",40.75682,-73.98032,"Manhattan","A1","ALT 1 Enlargement","122480537","1034324","I","A1",   215974,"Yes",   2009,"2018-01-30","2019-01-05","33","WEST 46TH STREET","105","R.U.B.G.A LLC","BUSINESS",10,NA,"0",0.994834788,0.005165212
